Id,Article Type,Newspaper,City,State,Publication Date,Page,Headline,Sub Headline,Byline,Event,Location of research,Status,Contributor,User Comments,CM Comments,Page URL,Download File,Unnamed: 18,Missing,Other,Latitude,Longitude,Unnamed: 23,Wise,Discussion
14790,News Article,The Indianapolis News,Indianapolis,Indiana,25-Nov-42,2,"Nazis Have Slain 2,000,000 Jews","Hitler Has Ordered Extermination of Race, Reports Dr. Stephen S. Wise",AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,andy townsend,,Another great article - keep up the great research! -Chelsea,https://newspapers.ushmm.org/article/14790,https://newspapers.ushmm.org/manager/article/photo/22027/original,,[7],"[1,1]",39.768403,-86.158068,,1,0
13673,News Article,Adrian Daily Telegram/The Daily Telegram,Adrian,Michigan,25-Nov-42,1,To Bare Plans To Exterminate Jews In German-Occupied Europe,,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,David Forsberg,Link To Article: https://www.newspapers.com/image/542452/?terms=plan+to+exterminate+jews,"David, you are the first person to upload this article. Great work! One correction. The headline ""Russian Pincers Close on Germans"" is not related to the story with the headline ""To Bare Plans To Exterminate Jews In German-Occupied Europe"". Here is a resource for how to read old newspapers: https://newspapers.ushmm.org/about/scanning-newspapers and another resource for how to find and record bylines: https://newspapers.ushmm.org/blog/2017/09/12/what-exactly-are-bylines/  -Eric",https://newspapers.ushmm.org/article/13673,https://newspapers.ushmm.org/manager/article/photo/20659/original,,[0],"[0,0]",41.8975471,-84.0371659,,0,0
13253,News Article,The Sheboygan Press ,Sheboygan+,Wisconsin,25-Nov-42,17,Slaughter of Jews is Decreed by Nazis,,AP,Nazi Plan to Kill All Jews Confirmed,Carroll University Newspaper Archive (http://archives.carrollu.edu/),Published,Rachel Gosselin,"The article confirms that Hitler has ordered a mass extermination of Jews in Nazi-Europe. The article mentions the role of Dr. Stephen Wise and provides data on the numbers of Jews already killed. It also describes that the Jews are being transported to Poland where the cheapest, fastest, and easiest methods of killing are practiced. This article provides information on the important people involved as well as numbers that represent the magnitude of Jew extermination.","Rachel,
Thank you for your submission to History Unfolded. I hope to see more submissions from you in the future! -Katie",https://newspapers.ushmm.org/article/13253,https://www.newspapers.com/clip/7850819//,,"[8,9]","[1,1]",43.7508284,-87.71453,,0,0
11860,News Article,St. Louis Post-Dispatch,St.+Louis,Missouri,25-Nov-42,B1,Nazis Accused Of Plan to Kill 4 Million Jews,Dr. Wise Says Order to Exterminate Race Has Been Half Fulfilled ,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Rebecca Schmitt,,"Great work, Rebecca! -Eric",https://newspapers.ushmm.org/article/11860,https://newspapers.ushmm.org/manager/article/photo/17142/original,,[0],"[1,1]",38.6270025,-90.1994042,,1,0
11859,News Article,Green Bay Press-Gazette,Green+Bay,Wisconsin,25-Nov-42,2,U.S. Jews Hear of Persecutions,Dr. S.S. Wise Declares Two Million Executed in Nazi-Occupied Countries,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Rebecca Schmitt,,"The headline/sub-headline and certain words in the story are noteworthy here, as the onus of proof seems to fall solely on Dr. Wise who ""said [it] was confirmed by the state department and a personal representative of President Roosevelt..."" Good find, Rebecca! Thank you very much for this article, which we did not have uploaded to History Unfolded before. -Eric",https://newspapers.ushmm.org/article/11859,https://www.newspapers.com/clip/25181893/,,"[8,9]","[1,1]",44.5133188,-88.0132958,,1,1
11858,News Article,Miami Daily News-Record,Miami,Oklahoma,25-Nov-42,3,Jews Discuss Hitler's Move,Dr. Stephen Wise Hears Nazis Intent to Kill Off Race in Europe,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Jan Karstensen,Article states Nazi doctors are injecting air bubbles into veins of Jews to kill 100 men per doctor per hour.,"Thank you so much for taking time to upload article content to the History Unfolded website, Jan! -Eric",https://newspapers.ushmm.org/article/11858,https://www.newspapers.com/clip/24786917/,,"[6,7,8,9]","[1,1]",36.8745146,-94.8774554,,1,1
10303,News Article,The Kane Republican,Kane,Pennsylvania,25-Nov-42,1,Dr. Wise to Reveal Details of Nazi Plans to Exterminate Jews,,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,CESAR G,"article is continued on page six (could only upload one document)

https://www.newspapers.com/image/49840008","Cesar,

Thanks for finding this.

/David",https://newspapers.ushmm.org/article/10303,https://www.newspapers.com/clip/25107907/,,[7],"[1,1]",41.6628394,-78.8111427,,1,0
8397,News Article,Lead Daily Call,Lead,South+Dakota,25-Nov-42,1,HITLER DESTROYING ALL JEWS,Half In Nazi Occupied Europe Already Exterminated,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Carlos Gimeno,,,https://newspapers.ushmm.org/article/8397,https://www.newspapers.com/clip/23782347/,,"[6,7,8,9]","[1,1]",44.3522065,-103.7651984,,0,0
8384,News Article,The Brownsville Herald,Brownsville,Texas,25-Nov-42,1,Extermination Of All Jews Sought,German Plan Bared By Dr. Wise,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Carlos Gimeno,,,https://newspapers.ushmm.org/article/8384,https://www.newspapers.com/clip/23756432/,,"[6,7,8,9]","[1,1]",25.9017472,-97.4974838,,1,0
8377,News Article,The Indiana Gazette/The Indiana Evening Gazette,Indiana,Pennsylvania,25-Nov-42,7,Details Of Campaign To Exterminate All Jews In Nazi Europe Laid Before New York Committee,,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Carlos Gimeno,,,https://newspapers.ushmm.org/article/8377,https://www.newspapers.com/clip/23462831/,,[7],"[1,1]",40.6214551,-79.1525349,,0,0
8376,News Article,The Amarillo Globe/The Amarillo Globe-Times,Amarillo,Texas,25-Nov-42,5,Claim Nazi Doctors Kill Jews at Rate Of 100 Men an Hour,,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Carlos Gimeno,,,https://newspapers.ushmm.org/article/8376,https://newspapers.ushmm.org/manager/article/photo/15271/original,,"[6,7,8,9]","[1,1]",35.2219971,-101.8312969,,0,0
8054,News Article,The Asbury Park Press/The Evening Press,Asbury+Park,New+Jersey,25-Nov-42,6,Hitler Orders Execution of All Jews in Europe,,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Andrew Hollenbaugh,,"Thank you for your research, Andrew! -Eric",https://newspapers.ushmm.org/article/8054,https://newspapers.ushmm.org/manager/article/photo/14255/original,,[0],"[0,0]",40.2203907,-74.0120817,,0,0
4654,News Article,Sarasota Herald-Tribune,Sarasota,Florida,25-Nov-42,5,Nazi Plan For Wiping Out Jews To Be Outlined,,AP,Nazi Plan to Kill All Jews Confirmed,Google Newspaper Archive (https://news.google.com/newspapers),Published,kflipscomb .,"Through the Google News archives I found this Sarasota Herald-Tribune edition by searching the key word “Jews”. I scrolled through a few pages and found the headline “Hitler Regime Wipes Out Jews by Mass Murder”. This edition was published the day before Thanksgiving 1942. With the holiday season quickly approaching, a quarter of the paper is covered in advertisements for holiday radio shows, Thanksgiving menus, food advertisements, and even a picture of children on Mrs. Claus’ lap appear throughout eight pages. The two main headlines include: “Nazis Lose 100,000 Men at Stalingrad” and a photo with the title “U.S. Warship Rescues Jap Flier”. These two headlines portray the United States as winning the war against the Axis powers and coincide with the warm feelings that families want to have as they enter the holiday seasons. 
The majority of the pages that follow the front page are advertisements, cartoons, a listing of social activities, and local news such as a campaign advertisement for city council. As this is a local newspaper published for Sarasota residents, discusses how locals are affected by the war efforts including shortages of oil and milk. 
	The headline “Nazi Plan for Wiping out Jews to be Outlined” is found sandwiched between a photo of a baby wearing only a smile and a t-shirt that exposes his bum, followed by a caption bringing humor to the story about a diaper shortage in Memphis, Tennessee and is situated next to a large advertisement posting for a vacuum cleaner, including steps on how to use and maintain the cleaner. Notice how the advertisement is about twice the size of the Nazi plan posting. It is ironic, or extremely purposeful by the hands of the editor, to conceal the article about state officials and President Roosevelt confirming that 2 million Jews have already been slaughtered at the hands of Hitler. In addition, the article informs readers that Dr. Stephen S. Wise, chairman of the World Jewish Congress and president of the American Jewish Congress, has documentation proving that Hitler ordered the extermination of all Jews in Nazi-ruled Europe by the end of 1942 (nearly one month after this publication). Dr. Wise further outlines Hitler’s plan saying “Nazis were moving some four-fifths of the Hews in Hitler-ruled European countries to Poland”. He also details the method of execution by injections that can kill 100 people each hour. This publication is cut short with more alarming information that the Jewish population in Warsaw had been reduced from 500,000 to an estimated 100,000. One could easily miss this very detailed and horrific article amid all the holiday cheer and light-hearted advertisements. While it is significant to show the loss of 100,000 Nazis in bold, large font on the front page, the sheer number of Jews killed and the further genocides discussed in the Nazi Plan headline overcome the story of the 100,000 Nazis killed. The holiday season is a time of chaos, stress and busyness, but it is also a time of reflection, family time and joy. To go into the season with the thought of Jews being murdered at alarming rates is not enjoyable conversation for the Thanksgiving table. I imagine a family would rather enjoy discussing local solutions to shortages, how to help troops through the holiday season, and the recent Nazi loss at Stalingrad. I understand the editor’s logic in making the final call on headlines, but wonder if newspaper's focus had been more on the Jewish genocide, if the public would have pushed for more action from the Allied Powers to stop the Holocaust sooner.
(1942, November 25). Nazi plan for wiping out Jews to be outlined. Sarasota Herald-tribune. Retrieved from https://news.google.com/newspapers?id=DCEhAAAAIBAJ&sjid=xmQEAAAAIBAJ&pg=4519%2C3791851","What a thorough, thoughtful analysis. Thank you very much for the contribution. -Eric",https://newspapers.ushmm.org/article/4654,https://newspapers.ushmm.org/manager/article/photo/14054/original,,"[7,8,9]","[0,0]",27.3364347,-82.5306527,,0,0
3494,News Article,The Tuscaloosa News,Tuscaloosa,Alabama,25-Nov-42,3,Plan To Kill Jews Revealed,Nazi Plan Would Exterminate Race In Occupied Europe,AP,Nazi Plan to Kill All Jews Confirmed,Google Newspaper Archive (https://news.google.com/newspapers),Published,Mary Allred,Source: https://news.google.com/newspapers?id=DuU-AAAAIBAJ&sjid=_kwMAAAAIBAJ&pg=5998%2C677337,,https://newspapers.ushmm.org/article/3494,https://newspapers.ushmm.org/manager/article/photo/14017/original,,[98],"[1,0]",33.2098407,-87.5691735,,0,0
3481,News Article,Toledo Blade,Toledo,Ohio,25-Nov-42,1,"Hitler Orders All Jews Exterminated, Report Says",Said to Be Confirmed by F.D.R. Aide; Affects Nazi-Occupied Europe,AP,Nazi Plan to Kill All Jews Confirmed,Google Newspaper Archive (https://news.google.com/newspapers),Published,Mary Allred,"Source: https://news.google.com/newspapers?nid=8_tS2Vw13FcC&dat=19421125&printsec=frontpage&hl=en

Continues on Page 2. The article is pretty straightforward in stating that 2 million Jews have already been killed and that this information has been confirmed by State Department sources. The article is fairly prominent on the front page (though not above the fold).",,https://newspapers.ushmm.org/article/3481,https://newspapers.ushmm.org/manager/article/photo/14012/original,,[0],"[1,1]",41.6528052,-83.5378674,,0,0
3208,News Article,The Norwalk Hour,Norwalk,Connecticut,25-Nov-42,1,Attempts To Kill All Jews,Charged By Dr. S.S. Wise; Says Nazi Doctors Put Air Bubbles In Veins,AP,Nazi Plan to Kill All Jews Confirmed,Google Newspaper Archive (https://news.google.com/newspapers),Published,Mary Allred,Full text at https://news.google.com/newspapers?id=zipJAAAAIBAJ&sjid=uwYNAAAAIBAJ&pg=5352%2C2419125.,,https://newspapers.ushmm.org/article/3208,https://newspapers.ushmm.org/manager/article/photo/13914/original,,"[6,7,8,9]","[1,1]",41.117744,-73.4081575,,1,0
2358,News Article,Mansfield News-Journal,Mansfield,Ohio,25-Nov-42,1,Slaughter: Wise Gets Proof Hitler to Kill Remaining Jews,,AP,Nazi Plan to Kill All Jews Confirmed,Muskingum Library,Published, ,"Dr. Stephan S. Wise said that Hitler was planning to exterminate all Jews in Nazi-occupied Europe by the end of the year. This article deals with how 2,000,000 Jews already have been slaughtered in accordance with race extinction order by Adolf Hitler. It is estimated that 4,000,000 Jews in Nazi -occupied Europe already have been killed. Source: https://www.newspapers.com/newspage/18896138/. 
        ",,https://newspapers.ushmm.org/article/2358,https://newspapers.ushmm.org/manager/article/photo/13834/original,,"[6,7,8,9]","[1,1]",40.75839,-82.5154471,,1,0
2338,News Article,Lawrence Daily Journal-World,Lawrence,Kansas,25-Nov-42,7,All Jews To Be Killed By Nazis,Jewish Organization to Hear About Campaign Planned by Hitler,AP,Nazi Plan to Kill All Jews Confirmed,Google Newspaper Archive (https://news.google.com/newspapers),Published,Mary Allred,Source: https://news.google.com/newspapers?id=mCNdAAAAIBAJ&sjid=uVoNAAAAIBAJ&pg=1152%2C3826377,,https://newspapers.ushmm.org/article/2338,https://newspapers.ushmm.org/manager/article/photo/13749/original,,"[6,7,8,9]","[1,1]",38.9716689,-95.2352501,,0,0
2086,News Article,The Battle Creek Enquirer and News/The Battle Creek Enquirer and-The Evening News,Battle+Creek,Michigan,25-Nov-42,1,Jews Study Nazi Slaughter Plan,Jewish Leaders Meet in N.Y. To Review Details of Extermination Decree,AP,Nazi Plan to Kill All Jews Confirmed,Willard Library (https://willardlibrary.org/),Published,Margaret Lincoln,"The article details the report of Dr. Stephen Wise that proved Hitler's plan for the extermination of all Jews in Europe. The article reported that 2,000,000 Jews had already been killed. 
",,https://newspapers.ushmm.org/article/2086,https://newspapers.ushmm.org/manager/article/photo/13730/original,,[98],"[0,0]",42.3211522,-85.1797142,,0,1
732,News Article,The Abilene Reporter-News,Abilene,Texas,25-Nov-42,15,Jew Extermination Drive to Be Bared,,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Lael Fuller,Source: https://www.newspapers.com/newspage/44939897/,,https://newspapers.ushmm.org/article/732,https://newspapers.ushmm.org/manager/article/photo/10870/original,,[0],"[0,0]",32.4487364,-99.7331439,,0,1
49507,News Article,The Daily Monitor-Leader,Mount+Clemens,Michigan,25-Nov-42,4,HEAR DETAILS OF HITLER'S CAMPAIGN FOR:,Slaughter of All European Jews by End of the Year,Kenneth L. Dixon (AP),Nazi Plan to Kill All Jews Confirmed,Chronicling America: Historic American Newspapers (https://chroniclingamerica.loc.gov/#tab=tab_newspapers),Published,David Klevan,https://chroniclingamerica.loc.gov/lccn/sn96077289/1942-11-25/ed-1/seq-4/,"Hi David,

I hope you have been well! This is a great new article and newspaper find for the database. It has been approved!

I hope you have a good week!

- Samantha",https://newspapers.ushmm.org/article/49507,https://www.newspapers.com/clip/43313392/,,[0],"[0,0]",42.5972563,-82.8779754,,0,0
43149,News Article,The Rapid City Daily Journal/The Rapid City Journal,Rapid+City,South+Dakota,25-Nov-42,1,"Hitler Reported To Have Ordered Extermination Of All Jews By First Of Year; 2,000,000 Killed",,Kenneth L. Dixon (AP),Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Patricia Pawelak-Kort,,,https://newspapers.ushmm.org/article/43149,https://www.newspapers.com/clip/61780595/,,[0],"[1,1]",44.0805434,-103.2310149,,0,0
40895,News Article,The Casper Tribune-Herald/The Casper Star Tribune,Casper,Wyoming,25-Nov-42,1,Extermination of All Jews in Nazi Territory Cited as Hitler's Aim,"Two Million Already Have Been Slaughtered, Declares Dr. Stephen Wise",Kenneth L. Dixon (AP),Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Gideon Williams,"Refers to the extermination as a ""gruesome campaign"" of ""slaughter,"" showing the disgust of the author at Nazi actions.","We already had this article in the database before. Please continue to go to ""Menu"" and ""Explore User Research"" and search by newspaper name to see what we have. -Eric",https://newspapers.ushmm.org/article/40895,,,[0],"[1,1]",42.848709,-106.2980824,,1,0
40247,News Article,The Park City Daily News,Bowling+Green,Kentucky,25-Nov-42,1,Mass Slaying of Jews Studied,Hitler's Orders Are Confirmed in Washington,Kenneth L. Dixon (AP),Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Jeannette Gabriel,,"Jeannette: I have approved all your submissions for the following Events: Nazi Plan to Kill All Jews Confirmed, Allies Denounce Nazi Plan to Exterminate the Jews, Evian Conference Offers Neither Help Nor Haven, and Jewish Refugees Desperately Seek Safe Harbor (except one). Great work! Thank you.
-Elizabeth",https://newspapers.ushmm.org/article/40247,,,"[7,8,9]","[0,0]",36.9685219,-86.4808043,,0,1
38979,News Article,Daily Sentinel,Grand+Junction,Colorado,25-Nov-42,1,Thousands Jews In Norway Held In Nazi Camps,,Kenneth L. Dixon (AP),Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Patricia Pawelak-Kort,,,https://newspapers.ushmm.org/article/38979,,,"[7,8,9]","[1,1]",39.0638705,-108.5506486,,0,0
31239,News Article,The Tampa Daily Times/The Tampa Times,Tampa+Bay,Florida,25-Nov-42,4,U. S. Jewish Group Hears Details of Polish Slaughter Today,State Department Believed to Have Proof of Murders,Kenneth L. Dixon (AP),Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Jonathan Przelenski,"This article is important because it details the murders of Jews to the American public, and in this case the city of Tampa, in 1942, well before the discovery of the concentration camps. However, this article is on page 4 of the newspaper and reserved to a small sliver of the whole newspaper. The article is located by a Ringling Circus Elephant Trainer death, and not front page news. 

To find this article, I typed in the keyword Stephen Wise under Newspapers.com and narrowed my search to the dates provided on History Unfolded.","Hello Jonathan, thank you for your contribution to History Unfolded! 
Your article has been approved. Please note, you're right to point out the article was positioned far from the front page, but its title is actually prominently displayed on p.4: ""State Department Believed to Have Proof of Murders"" is the sub-headline; the main headline is in bigger characters above that : ""U. S. Jewish Group Hears Details of Polish Slaughter Today"" – I edited your data for you (the circus elephant photo right next to it is indeed awkward!) 
Good job adding the author, I also added the news service he was working with, mentioned at the beginning of the paragraph: Kenneth L. Dixon (AP). Keep up the great work, we look forward to other interesting finds from you. –Nadia",https://newspapers.ushmm.org/article/31239,,,[0],"[0,0]",27.763383,-82.5436722,,0,1
29140,News Article,The Record-Argus,Greenville,Pennsylvania,25-Nov-42,1,View Hitler Plan To Wipe Out Jews,Dr. Wise Says Reports Are Confirmed by State Department,Kenneth L. Dixon (AP),Nazi Plan to Kill All Jews Confirmed,https://newscomwc.newspapers.com/,Published,Patrick Hefferan,Additional sub-headline: Reported Half Already Killed,"Hi Patrick,

Great article find! This article has been approved.

I've edited this submission a little to provide you with an example to help you with your future submissions.

Great work!

- Samantha",https://newspapers.ushmm.org/article/29140,https://www.newspapers.com/image/12421608/,,"[6,7,8,9]","[1,1]",41.404499,-80.3911785,,1,0
26507,News Article,The Birmingham News,Birmingham,Alabama,25-Nov-42,3,Hitler Has Ordered All Jews in Nazi Europe Slain By End of Year,Details Of Wholesale Murder Are Reported to Semitic Leaders in U.S.,Kenneth L. Dixon (AP),Nazi Plan to Kill All Jews Confirmed,Library of Congress,Published,Jacquelyn Wilson,,"Great find Jacquelyn! Thanks for joining us at the sprint.

/David",https://newspapers.ushmm.org/article/26507,,,[0],"[1,1]",33.5185892,-86.8103567,,0,0
21910,News Article,"The Bee (Danville, VA)/The Danville Bee",Danville,Virginia,25-Nov-42,3,Slaughter of Jews Confirmed,Hitler's Campaign to Kill Out All Occupies Group,Kenneth L. Dixon (AP),Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Ryan Liu,,,https://newspapers.ushmm.org/article/21910,,,[0],"[0,0]",36.5859718,-79.3950228,,0,0
20296,News Article,The Gettysburg Times,Gettysburg,Pennsylvania,25-Nov-42,6,TWO MILLION JEWS REPORTED KILLED BY NAZIS,,Kenneth L. Dixon (AP),Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Neha Mylvaganan,,"Hi Neha,
This was another great submission. I made a few edits on this one to align with the newspaper article. It has now been published. Thanks for your research!
-Bethany",https://newspapers.ushmm.org/article/20296,,,[7],"[1,1]",39.8309293,-77.2310955,,0,0
19388,News Article,Oakland Tribune,Oakland,California,25-Nov-42,1,"German Tunisia Drive Stopped; Russians Kill, Capture 100,000",Hitler Plans to Wipe Out All the Jews in Nazi Occupied Lands,Kenneth L. Dixon (AP),Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Ryan Liu,,"Hi Ryan,
Thanks for researching for History Unfolded. Your submission has been published in our database.
-Bethany",https://newspapers.ushmm.org/article/19388,,,[98],"[1,1]",37.8043514,-122.2711639,,0,0
18708,News Article,The Deseret News,Salt+Lake+City,Utah,25-Nov-42,3,Death Decree For All Jews Charged To Hitler,Dr. Wise Claims To Have Proof Of Order,Kenneth L. Dixon (AP),Nazi Plan to Kill All Jews Confirmed,Google Newspaper Archive (https://news.google.com/newspapers),Published,Judy Johnstone,https://news.google.com/newspapers?nid=Aul-kAQHnToC&dat=19420722&printsec=frontpage&hl=en,,https://newspapers.ushmm.org/article/18708,,,"[8,9]","[1,1]",40.7607793,-111.8910474,,1,0
13674,News Article,Tucson Daily Citizen,Tucson,Arizona,25-Nov-42,1,Nazis Seek To Slay All Jews In Europe Now,Hitler Said To Be Wrathful That Extermination Of Jews Incomplete,Kenneth L. Dixon (AP),Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,David Forsberg,"Link To Article: https://www.newspapers.com/image/10569854/

Article continues on page 12. ","Again, ""Germans Face Extermination"" is a headline unrelated to your relevant story. However, I can understand why you were confused in this case. Extermination as a phrase here is not quite to be taken literally, although it does refer to deaths on the battlefield. However, the headline for the article about the Holocaust is less strong with the diction. What a fascinating comparison. You are the first person to upload any article from the Tucson Daily Citizen. Good work! -Eric",https://newspapers.ushmm.org/article/13674,https://www.newspapers.com/clip/76243749/the-dothan-eagle/,,[0],"[1,1]",32.2226066,-110.9747108,,0,0
12524,News Article,The Monroe News-Star,Monroe,Louisiana,25-Nov-42,1,"Hitler Half Through With Mad Murder Of 4,000,000",,Kenneth L. Dixon (AP),Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Eric Schmalz,"Dr. Stephen Wise announces that according to State Department sources, Nazi Germany has killed over 2 million European Jews.  He also discusses the speed and methods the Nazis were using to carry out their extermination plan.  Article found by Dr. Sidney Davidson.",,https://newspapers.ushmm.org/article/12524,https://www.newspapers.com/clip/61628029/,,[0],"[1,1]",32.5093109,-92.1193012,,0,0
12214,News Article,The Index-Journal,Greenwood,South+Carolina,25-Nov-42,1,"Details, Proof of Jewish Extermination Reported ",,Kenneth L. Dixon (AP),Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Edward Salo,Article continues on page 7. ,"Another good find, Edward. Thank you! -Eric",https://newspapers.ushmm.org/article/12214,https://www.newspapers.com/clip/54521185/,,[9],"[1,1]",34.1954001,-82.1617883,,0,0
11567,News Article,The Bismarck Tribune,Bismarck,North+Dakota,25-Nov-42,1,Claim Axis Doctors Killing Jews by Thousands in Poland,Air Bubbles Said Injected Into Victims' Veins,Kenneth L. Dixon (AP),Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Amy Minton,Mentions Dr. Stephen Wise carries documentary proof that Hitler ordered extermination of European Jewry.,,https://newspapers.ushmm.org/article/11567,https://newspapers.ushmm.org/manager/article/photo/20679/original,,"[7,8,9]","[0,0]",46.8083268,-100.7837392,,0,0
4657,News Article,Prescott Evening Courier,Prescott,Arizona,25-Nov-42,1,Leaders Weigh Jew Slaughter,,Kenneth L. Dixon (AP),Nazi Plan to Kill All Jews Confirmed,Google Newspaper Archive (https://news.google.com/newspapers),Published,DiAnna Martinez,"This articles concerns Dr Wise describing the Nazi plan to kill all European Jews by the end of 1942. It goes on to explain that he had documentation that proved that this was the plan and that approximately half of the estimated 4 million Jews in Nazi occupied Europe had already been killed and the Nazis planned to move the rest off to Poland in order to complete their goal. Wise went on to say that Nazi doctors were killing “more than 100 men an hour, per doctor.” The article goes on to say that the Polish government in exile in London reported that Himmler had ordered the extermination of one-half of the Jewish population in Poland by the end of the year and that 250,00 had been killed through September. Article continues on page 3. Link to article: https://news.google.com/newspapers?nid=MNNNGtAgD4EC&dat=19421125&printsec=frontpage&hl=en

",,https://newspapers.ushmm.org/article/4657,https://www.newspapers.com/clip/25912682/,,[0],"[1,1]",34.5400242,-112.4685025,,0,1
3062,News Article,Greeley Daily Tribune and the Greeley Republican,Greeley,Colorado,25-Nov-42,1,Hitler Orders Europe's Jews Be Eliminated,,Kenneth L. Dixon (AP),Nazi Plan to Kill All Jews Confirmed,http://ezproxy.ppld.org/,Published,Deena Williams,Also available via Newspapers.com,,https://newspapers.ushmm.org/article/3062,https://newspapers.ushmm.org/manager/article/photo/16444/original,,"[7,8,9]","[1,1]",40.4233142,-104.7091322,,0,0
736,News Article,The North Adams Transcript,Adams,Massachusetts,25-Nov-42,1,Says Nazis Intend to Wipe Out Jews,,Kenneth L. Dixon (AP),Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Lael Fuller,Source: https://www.newspapers.com/newspage/1882440/,,https://newspapers.ushmm.org/article/736,https://newspapers.ushmm.org/manager/article/photo/14055/original,,"[7,8,9]","[1,1]",42.6242251,-73.1174344,,0,0
734,News Article,The Daily Inter Lake,Kalispell,Montana,25-Nov-42,2,Jew Extermination Plan of Nazis to Be Aired at Meet,,Kenneth L. Dixon (AP),Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Lael Fuller,Source: https://www.newspapers.com/newspage/20804092/,,https://newspapers.ushmm.org/article/734,https://newspapers.ushmm.org/manager/article/photo/13881/original,,"[7,8,9]","[1,1]",48.1919889,-114.316813,,0,0
43662,News Article,Daily Advertiser,Lafayette,Louisiana,26-Nov-42,3,Jewish Groups Study German Drive On Jews,,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Patricia Pawelak-Kort,,,https://newspapers.ushmm.org/article/43662,https://www.newspapers.com/clip/68095652/,,[0],"[0,0]",30.2240897,-92.0198427,,0,1
39563,News Article,"The Morning Herald (Hagerstown, Maryland)",Hagerstown,Maryland,26-Nov-42,1,STORY IS TOLD OF HITLER'S CAMPAIGN,Dr. Wise Relates Details Of Drive To Exterminate Jews,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Katherine Vaughan,Article continues on page 12.,"Excellent find!

-- David K.",https://newspapers.ushmm.org/article/39563,https://www.newspapers.com/clip/61500715/,,[98],"[1,1]",39.6417629,-77.7199932,,1,0
21487,News Article,Deadwood Pioneer-Times,Deadwood,South+Dakota,26-Nov-42,1,"Extermination of Jews is Planned by Nazis, Claimed",Dr. Stephen S. Wise Says Proof of Story is Established,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Annie Cornell,"This article focuses on Dr. Stephen Wise's evidence gathered on Hitler's plan to exterminate every last Jew. It states that Dr. Wise's evidence had already been verified as authentic by the state department officials and ""a representative of President Roosevelt"". In addition to prior death toll counts, the article also describes what is to be done with the remaining half-population of Jews, and mentions specific killing methods and numbers to relay the severity of the situation.","You are the first person to find and submit this article. Great work, Annie! -Eric",https://newspapers.ushmm.org/article/21487,https://newspapers.ushmm.org/manager/article/photo/17118/original,,"[7,8,9]","[1,1]",44.376651,-103.7296415,,1,0
