Id,Article Type,Newspaper,City,State,Publication Date,Page,Headline,Sub Headline,Byline,Event,Location of research,Status,Contributor,Page URL,Download File,Perpetrator,Policy,Latitude,Longitude,Missing,,
2838,News Article,Honolulu Star-Bulletin,Honolulu,Hawaii,17-Dec-42,1,U.S. Condemns Nazis' Jew Butchery Policy,,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Library of Congress,Published,Helena Zinkham,https://newspapers.ushmm.org/article/2838,https://newspapers.ushmm.org/manager/article/photo/2697/original,y,y,21.3098835,-157.85815,"[4,5,6]",,u
2339,News Article,Lawrence Daily Journal-World,Lawrence,Kansas,17-Dec-42,1,U.S. Joins Protest,Nazi Policy of Extermination of Jews Will Bring Retribution,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Google Newspaper Archive (https://news.google.com/newspapers),Published,Mary Allred,https://newspapers.ushmm.org/article/2339,https://newspapers.ushmm.org/manager/article/photo/2221/original,n,n,38.9716679,-95.23526,[98],,a
2385,News Article,Lewiston Evening Journal,Lewiston,Maine,17-Dec-42,8,U.S. Condemns Nazi Policy on Jews,,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Google Newspaper Archive (https://news.google.com/newspapers),Published,Mary Allred,https://newspapers.ushmm.org/article/2385,https://newspapers.ushmm.org/manager/article/photo/2257/original,y,y,44.10035,-70.214786,[98],,
1991,News Article,The Free Lance-Star,Fredericksburg,Virginia,17-Dec-42,A-1,United Nations Condemn Nazi Slaughter of Jews,,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Central Rappahannock Regional Library,Published,Andrea Hoffman,https://newspapers.ushmm.org/article/1991,https://newspapers.ushmm.org/manager/article/photo/1894/original,y,n,38.3031827,-77.46055,[0],,
1211,News Article,Denver Post,Denver,Colorado,17-Dec-42,1,U.S. Condemns Nazi Barbarity Toward Jews,Joins Allied Protests on Bestial Policy of Extermination,AP,Allies Denounce Nazi Plan to Exterminate the Jews,"Stephen H. Hart Library & Research Center, History Colorado",Published,Sarah Gilmor,https://newspapers.ushmm.org/article/1211,https://newspapers.ushmm.org/manager/article/photo/1146/original,y,n,39.7392348,-104.99026,[98],,a
252,News Article,Youngstown Vindicator and the Youngstown Telegram,Youngstown,Ohio,17-Dec-42,"1, 22",U.S. Condemns Killing of Jews,"Joins Allies in Hitting Nazi ""Bestial Policy""",AP,Allies Denounce Nazi Plan to Exterminate the Jews,Maag Library Youngstown,Published,Randy Walters,https://newspapers.ushmm.org/article/252,https://newspapers.ushmm.org/manager/article/photo/233/original,n,n,41.0997793,-80.649529,[98],,
451,News Article,Fitchburg Sentinel,Fitchburg,Massachusetts,17-Dec-42,1,Condemn Nazis 'Bestial Policy' Toward Jews,,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Newspapers.com (https://www.newspapers.com),Published,Lael Fuller,https://newspapers.ushmm.org/article/451,https://newspapers.ushmm.org/manager/article/photo/415/original,y,y,42.5834218,-71.802306,"[4,5,6]",,u
449,News Article,Panama City News-Herald,Panama+City,Florida,17-Dec-42,1,U.S. Condemns Nazis' Policy Against Jews,"Retribution Promised For 'Bestial, Cold-Blooded Extermination'",AP,Allies Denounce Nazi Plan to Exterminate the Jews,Newspapers.com (https://www.newspapers.com),Published,Lael Fuller,https://newspapers.ushmm.org/article/449,https://newspapers.ushmm.org/manager/article/photo/413/original,y,y,30.1588119,-85.660216,[98],,u
8,News Article,The Evening Star/The Washington Evening Star,Washington,District+Of+Columbia,17-Dec-42,A-4,"U.S., Allies Promise Retribution for Nazi Slaughter of Jews",State Department Says 'Those Responsible' Will Be Punished,Associated Press,Allies Denounce Nazi Plan to Exterminate the Jews,http://dclibrary.org/node/46359,Not Approved,David Klevan,https://newspapers.ushmm.org/article/8,https://newspapers.ushmm.org/manager/article/photo/5/original,y,n,38.9071913,-77.036881,"[4,5]",,
280,News Article,The Evening Independent (St. Petersburg),St.+Petersburg,Florida,17-Dec-42,1,Nazi Slaughter of Jews Condemned,"U.S. Joins with Allies in Rapping 'Besital Policy""' ; Poland Slaughter House",AP,Allies Denounce Nazi Plan to Exterminate the Jews,Google Newspaper Archive (https://news.google.com/newspapers),Published,Mackenzie Sulenski,https://newspapers.ushmm.org/article/280,https://newspapers.ushmm.org/manager/article/photo/259/original,y,n,27.7675998,-82.640301,[0],,u
274,News Article,Cumberland Evening Times,Cumberland,Maryland,17-Dec-42,1,Cold-Blooded Jew Killings Is Condemned,United States Joins Other United Nations In Pledging Punishment For Those Responsible,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Library of Congress,Published,Eric Schmalz,https://newspapers.ushmm.org/article/274,https://newspapers.ushmm.org/manager/article/photo/253/original,n,n,39.6528644,-78.762529,[98],,a
305,News Article,The Eugene Register-Guard/The Eugene Guard,Eugene,Oregon,17-Dec-42,1,Allies Promise Retribution for Nazi Slaughter of Jews,,Associated Press,Allies Denounce Nazi Plan to Exterminate the Jews,Google Newspaper Archive (https://news.google.com/newspapers),Published,Eadie Kremer,https://newspapers.ushmm.org/article/305,https://newspapers.ushmm.org/manager/article/photo/283/original,y,n,44.0520681,-123.08676,[0],,a
52948,News Article,Salamanca Republican-Press,Salamanca,New+York,18-Dec-42,3,U.S. and Allies Condemn Nazi Plan to Erase all Jews,,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Find Newspaper Archive (https://newspaperarchive.com/),Published,Abigail Finkelberg,https://newspapers.ushmm.org/article/52948,https://newspapers.ushmm.org/manager/article/photo/32027/original,y,n,42.1578402,-78.715041,"[4,5,6]",,
52573,News Article,Montpelier Evening Argus,Montpelier,Vermont,18-Dec-42,6,U. S. Condemns Nazi Bestial Policy Towards Jews,,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Newspapers.com (https://www.newspapers.com),Published,Judith Haran,https://newspapers.ushmm.org/article/52573,https://www.newspapers.com/clip/89531382/montpelier-evening-argus/,y,y,44.2600583,-72.575397,[6],,
46745,News Article,The Williston Herald,Williston,North+Dakota,18-Dec-42,5,Nazi Policy on Jews is Rapped,,AP,Allies Denounce Nazi Plan to Exterminate the Jews,The Williston Herald holdings: bound newspaper copies,Published,Aliah Custodio,https://newspapers.ushmm.org/article/46745,https://newspapers.ushmm.org/manager/article/photo/29627/original,y,y,48.1469673,-103.61798,[6],,
34504,News Article,The Rutland Daily Herald/The Rutland Herald,Rutland,Vermont,18-Dec-42,2,Nazi Jewish Policy Hit,United Nations to Punish All Those Responsible for Extermination of Jews,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Newspapers.com (https://www.newspapers.com),Published,Judith Haran,https://newspapers.ushmm.org/article/34504,https://newspapers.ushmm.org/manager/article/photo/26723/original,y,y,43.6106227,-72.972617,[98],,
24941,News Article,The Helena Independent/The Helena Daily Independent/The Independent-Record,Helena,Montana,18-Dec-42,3,Nazis' Treatment of Jews Assailed by U.S.,,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Find Newspaper Archive (https://newspaperarchive.com/),Published,Julie Morgan,https://newspapers.ushmm.org/article/24941,https://newspapers.ushmm.org/manager/article/photo/19601/original,y,n,46.5891442,-112.03912,"[2,5,6]",,
20416,News Article,Muncie Evening Press,Muncie,Indiana,18-Dec-42,3,America Joins in Condemnation of Jewish Murders,Retribution is Promised for Butchery in Europe,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Newspapers.com (https://www.newspapers.com),Published,Stasia Tanzer,https://newspapers.ushmm.org/article/20416,https://www.newspapers.com/clip/24645351/,n,n,40.1933757,-85.38637,[6],,
18989,News Article,The Raleigh Register (West Virginia),Beckley,West+Virginia,18-Dec-42,8,Nations Condemn Nazi Persecution,Reiterate That Those Responsible Will Not Escape Retribution,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Newspapers.com (https://www.newspapers.com),Published,Susan T Hessel,https://newspapers.ushmm.org/article/18989,https://www.newspapers.com/clip/22923491/nations_condemn_nazi_persecution/,y,n,37.7781692,-81.188166,[6],,
15275,News Article,The Nebraska State Journal/Lincoln Nebraska State Journal,Lincoln,Nebraska,18-Dec-42,4,Treatment of Jews is Condemned,Retribution is promised nazis,AP,Allies Denounce Nazi Plan to Exterminate the Jews,University of Nebraska at Omaha: Dr. C.C. and Mabel L. Criss Library (https://www.unomaha.edu/criss-library/index.php),Published,Jasey Christensen,https://newspapers.ushmm.org/article/15275,https://newspapers.ushmm.org/manager/article/photo/12089/original,n,n,40.813615,-96.702606,[0],,
12856,News Article,The Detroit News/The Detroit Evening News/The Evening News,Detroit,Michigan,18-Dec-42,20,Nazi Opressors of Jews Doomed in U.S. pledge,,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Michigan State University Libraries (https://lib.msu.edu/),Published,Hunter Rogers,https://newspapers.ushmm.org/article/12856,https://newspapers.ushmm.org/manager/article/photo/10317/original,y,n,42.331426,-83.045764,[0],,
450,News Article,Deadwood Pioneer-Times,Deadwood,South+Dakota,18-Dec-42,1,Punishment Promised For Atrocities On Jews,,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Newspapers.com (https://www.newspapers.com),Published,Lael Fuller,https://newspapers.ushmm.org/article/450,https://newspapers.ushmm.org/manager/article/photo/414/original,n,n,44.37665,-103.72965,"[3,4,5,6]",,u
1,,Hollywood Citizen-News,Hollywood,California,17-Dec-42,1,Jew Slaughter Condemned,"U.S. Joins in Protest, Pledges Retribution",,Allies Denounce Nazi Plan to Exterminate the Jews,,,Joel Lee,,https://www.newspapers.com/clip/101386996/,n,n,34.0928082,-118.32867,[0],,a
2,,The San Angelo Weekly Standard,San+Angelo,Texas,18-Dec-42,1,United States Join Nations In Condemning Nazi Jew-Policy,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,Joel Lee,,https://www.newspapers.com/clip/101387261/,y,y,31.4637713,-100.43705,[0],,b
3,,United in Pledge to Avenge Hebrews,Tacoma,Washington,18-Dec-42,1,United in Pledge To Avenge Hebrews,"Nazis ""Shall Not Escape Retribution for Bestial Policy of Extermination,"" Says State Department",,Allies Denounce Nazi Plan to Exterminate the Jews,,,Joel Lee,,https://www.newspapers.com/clip/101387419/,n,n,47.2528758,-122.4443,[0],,a
4,,The Richmond News Leader,Richmond,Virginia,17-Dec-42,2,Allies Censure Nazis' Policy Toward Jews,"U.S., Others Condemn 'Bestial Extermination'",,Allies Denounce Nazi Plan to Exterminate the Jews,,,Joel Lee,,https://www.newspapers.com/clip/101387657/,y,y,37.5407236,-77.436058,[0],,
5,,The News-Review,Roseburg,Oregon,17-Dec-42,1,Slaughter of Jews by Nazis Brings United Nations' Vow of Retribution,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101387777/,y,n,43.216504,-123.34175,[0],,b
6,,Quad-City Times,Davenport,Iowa,17-Dec-42,1,U.S. Joins United Nations In Condemning Germany's 'Bestial Policy' With Jews,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101387905/,y,y,41.5236427,-90.577647,[0],,b
7,,The Plain Speaker,Hazleton,Pennsylvania,17-Dec-42,14,U.S. Condemns Jew Baiters,Joins With Other Nations in Condemning Germany's Racial Outrages,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101388076/,n,n,40.9584171,-75.974657,[0],,
8,,The Barre Daily Times,Barre,Vermont,17-Dec-42,1,Extermination Of Jews Is Condemned,United Nations Pledge Retribution For Those Responsible For Bestiality.,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101388335/,n,n,44.1970045,-72.502059,[6],,b
9,,The Evening Review,East+Liverpool,Ohio,17-Dec-42,1,U.S. Condemns Nazi Persecution Of Jews,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101388571/,y,n,40.6186746,-80.577303,"[3,4,5,6]",,b
10,,The Evening Sun,Hanover,Pennsylvania,17-Dec-42,4,Late Bulletins,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101388754/,n,n,39.8006543,-76.983046,"[3,4,5,6]",,
11,,Alton Evening Telegraph,Alton,Illinois,17-Dec-42,2,U.S. Condemns Nazis' Policy Toward Jews,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101388910/,y,y,38.8906028,-90.184286,[6],,
12,,The Bakersfield Californian,Bakersfield,California,17-Dec-42,19,Punishment for Nazi Murder of Jews Promised by U.S.,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101389114/,y,n,35.3732911,-119.01872,[0],,
13,,The Kearney Daily Hub,Kearney,Nebraska,17-Dec-42,1,Allies Condemn Persecution of Jews by Nazis,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101389293/,y,n,40.6993293,-99.081688,[0],,a
14,,The Tampa Times,Tampa,Florida,17-Dec-42,4,U.S. Condemns Germany's Policy of Exterminating Jews,Retribution Promised Those Responsible,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101389405/,y,y,27.950574,-82.457188,[0],,
16,,Dayton Daily News,Dayton,Ohio,17-Dec-42,11,U.S. Condemns Persecution Of Jews By Nazis,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101390136/,y,n,39.7589468,-84.191617,[0],,
17,,Corsicana Semi-Weekly Light,Corsicana,Texas,18-Dec-42,23,Bestial Policy Of Germany Against Jews Condemned,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101390251/,y,y,32.0954294,-96.468883,"[4,6]",,
18,,The Times,Streator,Illinois,17-Dec-42,1,U.S. Joins In Condemning Nazi Jew Atrocities,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101390734/,y,n,41.1208658,-88.835362,"[3,4,5,6]",,b
19,,The Times Herald,Port+Huron,Michigan,17-Dec-42,3,U.S. Joins Allies In Scoring Nazi Slaughter Of Jews,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101390843/,y,n,42.9708624,-82.424924,[0],,
20,,The North Platte Telegraph,North+Platte,Nebraska,17-Dec-42,1,U.S. Joins Other Nationa Opposing Nazi Jew Policies,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101390965/,y,n,41.1402749,-100.76016,"[5,6]",,a
21,,Corvallis Gazette-Times,Corvallis,Oregon,17-Dec-42,1,U.S. Condemns Nazi Policy With Jews,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101391146/,y,y,44.5645649,-123.26205,"[4,5,6]",,b
24,,The Macon News,Macon,Georgia,17-Dec-42,16,Bestial' Treatment Of Jews by Nazis Deplored by U.S.,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101391743/,y,n,32.8406936,-83.632412,"[5,6]",,
25,,Dixon Evening Telegraph,Dixon,Illinois,17-Dec-42,1,Germany's Cold-Blooded Policies Against Jews Condemned by Union,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101391856/,y,n,41.8389203,-89.479558,[6],,b
26,,Stillwater News-Press,Stillwater,Oklahoma,17-Dec-42,1,U.S. Condemns Nazi Slaughter Of Jewish People,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101391950/,y,n,36.1156061,-97.058378,"[5,6]",,b
27,,Las Cruces Sun-News,Las+Cruces,New+Mexico,17-Dec-42,1,Allies Denounce Jews' Slaughter,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101392132/,n,n,32.3199386,-106.76366,"[4,5,6]",,b
29,,Sun Herald,Biloxi,Mississippi,18-Dec-42,5,US Joins UN in Condemning Nazi Jewish Policy,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101392524/,y,y,30.3960308,-88.885318,"[3,4,5,6]",,
30,,The Pantagraph,Bloomington,Illinois,18-Dec-42,1,U.S. Condemns 'Bestial' Methods,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101392623/,n,n,40.4842017,-88.993697,"[4,5,6]",,b
31,,The Marshall News Messenger,Marshall,Texas,17-Dec-42,1,Bestial Policy' Of Nazis Toward Jews Condemned by U.S.,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101392832/,y,y,32.5448704,-94.367428,"[3,4,6]",,b
32,,Covington Virginian,Covington,Virginia,17-Dec-42,1,Hitler And All Axis Defied By The Allies,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101392944/,y,n,37.7934575,-79.993956,[0],,b
33,,The Daily Tribune,Wisconsin+Rapids,Wisconsin,17-Dec-42,12,Nazis' Bestial Policy Toward Jews Assailed,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101393093/,y,y,44.3835753,-89.817357,[6],,
35,,The Logan Daily News,Logan,Ohio,17-Dec-42,5,Condemn Persecution,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101397983/,n,n,39.5400662,-82.407109,"[2,3,4,5,6]",,
36,,St. Albans Daily Messenger,St.+Albans,Vermont,18-Dec-42,3,State Department Denounces Wholsale Jewish Pogroms,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101398120/,n,n,44.8107122,-73.083568,[6],,
37,,Burlington Daily News,Burlington,Vermont,18-Dec-42,3,State Department Denounces Wholsale Jewish Pogroms,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101398350/,n,n,44.4758815,-73.212082,[6],,
39,,The Fresno Bee,Fresno,California,17-Dec-42,16,U.S. Joins Move To Punish Nazis For Killing Jews,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101398623/,y,n,36.7377971,-119.78713,[0],,
40,,The Columbian,Vancouver,Washington,17-Dec-42,4,Nazi Policy On Jews Hit,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101398784/,y,y,45.6280267,-122.67388,"[4,5,6]",,
41,,Great Falls Tribune,Great+Falls,Montana,18-Dec-42,4,U.S. Joins In Assailing Jew Slaughter,Pledges That Those Responsible Will Not Escape Retribution,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101398996/,n,n,47.5052839,-111.30078,[0],,
42,,The Times-Mail,Bedford,Indiana,17-Dec-42,1,War Briefs,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101399173/,n,n,38.8611609,-86.487225,"[2,3,4,5,6]",,b
44,,The Evening Herald,Rock+Hill,South+Carolina,17-Dec-42,1,Bulletins,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101399495/,n,n,34.9248657,-81.025088,"[2,3,4,5,6]",,b
45,,Kingsport Times,Kingsport,Tennessee,17-Dec-42,9,Nazi Extermination Of Jews Policy Condemned by US,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101399592/,y,y,36.548433,-82.561829,"[3,4,6]",,
46,,The Herald Statesman,Yonkers,New+York,17-Dec-42,1,U.S. Condemns Slaughter Of Jews By Nazis,"Retribution Pledged in Report On Slayings, Tortunes in Poland",,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101399726/,y,n,40.9312089,-73.898757,"[5,6]",,a
47,,Lancaster Eagle-Gazette,Lancaster,Ohio,17-Dec-42,15,Condemn 'Bestial' Policy Of Germany,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/25190852/germanycondemned-for-killing-jews/,y,y,39.7136744,-82.599339,"[3,4,5,6]",,
48,,The Columbia Recoerd,Columbia,South+Carolina,17-Dec-42,8,U.S. Charges Germany Is Exterminating Jews,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101400143/,y,n,34.0007094,-81.034824,[0],,
49,,The Bristol News Bulletin,Bristol,Tennessee,17-Dec-42,13,Jews Slain Like Cattle In Poland,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101400311/,n,n,36.5951049,-82.188754,[6],,
50,,The Herald-Palladium,Benton+Harbor,Michigan,17-Dec-42,13,Condemn Nazis For Persecution Of Jewish People,U.S. Joins Other Nations In Movement For Reprisals,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101400492/,y,n,42.1167055,-86.454199,[0],,
51,,Petaluma Argus-Couriter,Petaluma,California,17-Dec-42,1,Nazi Policy Condemned,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101400590/,y,y,38.232416,-122.63666,"[2,3,4,5,6]",,b
54,,Pasadena Star-News,Pasadena,California,17-Dec-42,2,Cold-Blooded Nazi Execution of Europe's Jews Charged,U.S. Joins Allies In Official Notice of 'Bestial' Acts,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101401145/,y,n,34.1477839,-118.14453,[0],,
57,,The Leaf-Chronicle,Clarksville,Tennessee,17-Dec-42,7,Nazi Accused Of Murdering Jewish People,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101401568/,y,n,36.5297696,-87.359463,[6],,
58,,The Burlington Free Press,Burlington,Vermont,18-Dec-42,1,America Condemns Nazi Treatment of Jews,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101401728/,y,n,44.4758815,-73.212082,[98],,b
59,,Lubbock Morning Avalanche,Lubbock,Texas,18-Dec-42,16,Slaughter Of Jews Denounced By U.S.,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101401914/,n,n,33.5778621,-101.85518,"[4,6]",,
60,,Marshfield News-Herald,Marshfield,Wisconsin,17-Dec-42,2,Killing Condemned By United Nations,Bestial Extermination of Jews by Nazis Not to be Forgotten,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101402111/,n,n,44.6688514,-90.171809,[6],,
61,,The Evening Sun,Baltimore,Maryland,17-Dec-42,1,U.S. Condemns 'Bestial' Nazi Drive On Jews,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101402236/,y,n,39.2903838,-76.612199,[0],,b
63,,The Capital Times,Madison,Wisconsin,17-Dec-42,14,U.S. Flays Nazis' Bestial Policy of 'Cold-Blooded Extermination of Jews',Pledges Those Responsible Will Not Escape Retribution,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101402737/,y,y,43.0721651,-89.40076,[6],,
64,,The Bradenton Herald,Bradenton,Florida,17-Dec-42,9,U.S. Promises Retribution To Nazi Murderers Of Jews,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101402910/,y,n,27.4989268,-82.574829,[0],,
66,,The Monitor,McAllen,Texas,18-Dec-42,10,U.S. Condemns Nazi Killing of Jews,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101403351/,y,n,26.2034061,-98.230022,"[3,4,5,6]",,
67,,Wilkes-Barre Times Leader/The Evening News,Wilkes-Barre,Pennsylvania,17-Dec-42,13,U.S. Condemns Slaughter Of Jews By Nazis,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101403742/,y,n,41.2459139,-75.881317,[0],,
68,,The Bennington Evening Banner,Bennington,Vermont,17-Dec-42,7,Nazis 'Bestial Policy' Condemned By Hull,,,Allies Denounce Nazi Plan to Exterminate the Jews,,,,,https://www.newspapers.com/clip/101403683/,y,y,42.8781335,-73.196784,[6],,
